participant_id	advert_variant	product_category	trait_openness	trait_conscientiousness	trait_extraversion	trait_agreeableness	trait_neuroticism	advert_attitude
w97eg	control	travel_experiential	3.70833333333333	3.4375	3.83333333333333	3.75	2.4375	16.436161
bzkyf	control	accessories_tech	4.45833333333333	2.80770833333333	4.125	3.10416666666667	2.99875	14.317288999999999
c6ceo	control	social_events	3.75	2.72916666666667	3.02083333333333	3.8125		12.534344
ji3px	control	luxury_fashion	3.35416666666667	3.8125	3.6875		2.5	13.571280999999999
cds7o	treatment	social_events	3.97916666666667	3.875	3.47916666666667	3.33333333333333	2.6875	
6de23	control	social_events	3.39583333333333	2.6875	3.125	3.25	3.60416666666667	12.019523
2rast	treatment	luxury_fashion	3.85416666666667	3.74125	4.08333333333333	3.6875	2.81145833333333	16.060448260875003
i525f	control	travel_experiential	3.39583333333333	3.08333333333333	3.70833333333333	3.5625	3.35416666666667	13.386499
bgzfu	treatment	luxury_fashion	3.22916666666667	3.47916666666667	3.64583333333333	2.875	3.02083333333333	12.207054420065028
19902	control	social_events	3.39583333333333	3.1875	3.4375	3.29166666666667	3.22916666666667	12.370221
hy34s	control	luxury_fashion	3.0625	2.875	2.85416666666667	3.47916666666667	2.97916666666667	8.238036263513056
duilo	control	luxury_fashion	3.58333333333333	3.45833333333333	3.54166666666667	3.14583333333333	2.3125	12.631882000000001
st82x	treatment	productivity_apps	3.27083333333333	3.1875	3.54166666666667	3.375	2.83333333333333	12.24879866044937
w7h3z	treatment	luxury_fashion	3.91666666666667	3.125	4.1875	4.125	2.33333333333333	17.67459325293915
k49ea	treatment	productivity_apps	3.875	4.29166666666667	4.10416666666667	3.9375	2.75	13.329201979940013
kmqq1	treatment	productivity_apps	4.29166666666667		3.60416666666667	3.85416666666667	2.3125	14.22858277623933
o0qlg	treatment	productivity_apps	3.60416666666667		4.25	2.4375	2.5625	12.114193863042715
t34jr	control	travel_experiential	3.35416666666667	2.75	3.04166666666667	3.35416666666667	3.52083333333333	24.138574404820382
nes20	treatment	productivity_apps	3.3125	3.33645833333333	3.5625	4.0	3.5625	12.229299668022854
tstzp	treatment	accessories_tech	3.79166666666667	2.85416666666667	3.0625	3.375	2.9375	14.0548789759718
we3fs	control	luxury_fashion	3.29166666666667	3.35416666666667	3.1875	3.375	2.16666666666667	12.868177
0pny5	control	travel_experiential	3.9375	2.89583333333333	3.52083333333333	3.22916666666667	2.83333333333333	12.903731
yvdwb	control	social_events	3.77083333333333	3.14583333333333	3.29166666666667	3.97916666666667	3.3125	11.86819
0e1ct	treatment	accessories_tech	3.64583333333333	3.29166666666667	3.79166666666667	3.52520833333333	2.85416666666667	14.728527469735283
0pin2	treatment	accessories_tech		2.97916666666667	3.60416666666667	3.66666666666667	2.76	15.397156859032378
56ovy	control	travel_experiential	3.9375	3.45833333333333	4.20833333333333	3.95833333333333	2.47916666666667	16.428792
o42pj	treatment	travel_experiential	3.47916666666667	3.35416666666667	3.22916666666667	4.0625	3.1875	14.538479317452914
yiezi	control	productivity_apps	3.5	2.85416666666667	3.6875		2.39583333333333	12.822388
njgd4	treatment	luxury_fashion	3.75	3.5	3.25	3.1875	2.91666666666667	11.847370963029556
2qrdc	control	accessories_tech	3.875	3.29166666666667	3.54166666666667	3.27083333333333	2.97916666666667	12.438103
zfq10	control	accessories_tech	3.64583333333333	2.70833333333333	4.10416666666667	3.85416666666667	1.91666666666667	14.079237
u5g51	control	luxury_fashion		3.25	3.33333333333333	3.5625	2.75	11.790694
0lr61	control	luxury_fashion	3.5625	2.79166666666667	3.02083333333333	3.41666666666667		13.399455
ocq67	control	social_events	3.77083333333333	3.125	3.41666666666667	3.8125	3.0625	11.791338
28iu6	treatment	travel_experiential	3.33333333333333	3.85416666666667	3.35416666666667	4.08333333333333		17.365486007170162
ltji5	control	luxury_fashion	3.39583333333333	3.91666666666667	3.79166666666667		2.29166666666667	12.24642
3fdnv	control	accessories_tech	3.35416666666667	3.47916666666667	3.3125	3.64583333333333	2.97916666666667	15.357589
w6l20	treatment	accessories_tech	3.16666666666667	3.14583333333333	3.70833333333333	3.52083333333333	2.4375	13.703061447844945
kblnc	treatment	accessories_tech	3.25		3.91666666666667	3.64583333333333	2.41666666666667	15.693927910702698
yyzbn	control	accessories_tech	3.79166666666667	2.85416666666667	3.83333333333333	3.375	2.79166666666667	13.77426
ilfbs	control	luxury_fashion	3.64583333333333	3.41666666666667	3.625	3.22916666666667	3.0625	12.28871
g6vaj	control	accessories_tech	3.14583333333333	3.08333333333333	3.5	3.3125	2.5625	13.636605
1b1ym	control	luxury_fashion	3.4375	3.5625	2.77083333333333	2.3125	2.33333333333333	8.09413277776638
zmamj	control	social_events	3.9375	3.35416666666667	3.60416666666667	3.27083333333333	2.9375	13.279886
q00q3	treatment	productivity_apps	4.3125	2.79166666666667	4.29166666666667	2.72916666666667		11.834748750765035
p1lh2	treatment		3.64583333333333	3.47916666666667		3.47916666666667	2.55875	12.735977696098692
hoqp3	control	travel_experiential	4.0625	2.75	3.8125	3.29166666666667	2.9375	16.599429999999998
3bxvs	treatment	social_events	3.64583333333333	2.9375	3.64583333333333	3.16666666666667	2.58333333333333	12.591860230632747
l5vee	control	travel_experiential	3.6875	3.22916666666667	3.54166666666667	3.77083333333333	2.70833333333333	14.461414000000001
d6pry	control	travel_experiential	3.60416666666667	3.95833333333333	3.6875		2.52083333333333	15.959925
6g39r	treatment	travel_experiential	3.72916666666667	3.08333333333333	3.04166666666667	3.41666666666667	2.625	15.099079737076622
spnh1	treatment	accessories_tech	3.3125	3.47916666666667	3.54166666666667	2.83333333333333	2.08333333333333	15.003224829648222
je7tf	treatment	travel_experiential	4.08333333333333	3.0	4.125	2.875	3.04166666666667	17.296324511886787
aplfs	control	luxury_fashion	3.8125	3.45833333333333	3.1875	3.5625	3.60416666666667	12.506151
tg3x4	control	luxury_fashion		3.52520833333333	2.9375	3.97916666666667		12.202698999999999
xgvas	treatment	productivity_apps	3.75	3.25	3.3125	3.52083333333333	3.10416666666667	14.284167849063754
xs4nr	treatment	accessories_tech	3.77083333333333	3.83333333333333	3.64583333333333	3.52083333333333	2.625	14.174859607407278
br4hm	control	travel_experiential		3.0	3.47916666666667	3.6875	2.89583333333333	15.057105
4wp42	control	social_events	3.58333333333333	3.08333333333333	3.5625	3.33333333333333	2.27083333333333	15.755256
twns1	control			3.0625	3.375	3.875	3.10416666666667	15.242677
5e32p	treatment	productivity_apps	3.91666666666667	2.85416666666667	3.5	3.45833333333333	2.77083333333333	13.519063460654289
tvy3t	control	social_events	4.0625	2.47916666666667	3.3125	4.125	3.0	13.140042000000001
lqjrr	treatment	travel_experiential	4.125	3.4375	3.625	3.04166666666667	3.22916666666667	14.686957723866598
ynf0u	treatment	luxury_fashion	3.58333333333333	2.3125	3.70833333333333	3.00708333333333	3.83333333333333	12.173082253650207
ems3g	control	accessories_tech	3.375	3.35416666666667	2.95833333333333		2.875	13.232600999999999
elizz	control	travel_experiential	3.625	3.77083333333333	3.14583333333333	3.58333333333333	2.70833333333333	14.962931000000001
4jdb2	treatment	travel_experiential	3.6875	2.83333333333333	3.16666666666667	3.52083333333333	3.1875	15.464294805303298
z0j6l	treatment	productivity_apps	3.5	3.125	3.25	3.125625	2.52083333333333	13.35088650789718
1lvop	control	luxury_fashion	3.79166666666667	3.0625	3.77083333333333	3.39583333333333	2.375	13.390354
3ezdk	treatment	travel_experiential	3.91666666666667	3.0	3.35416666666667	3.75	2.58333333333333	14.69142562136321
gq5dq	treatment	productivity_apps	3.79166666666667	2.9375	3.02083333333333	3.5	2.0	15.176679459494151
21ydi	control	productivity_apps	3.29166666666667	3.0625	3.45833333333333	3.41666666666667	3.14583333333333	12.664902999999999
kn9nh	treatment		3.9375	3.64583333333333	4.25	3.625	1.6875	12.765007630228647
g2gwb	treatment	luxury_fashion	3.16666666666667	3.1875	4.27083333333333	3.625	2.16666666666667	14.663368511516266
9c6z3	treatment	social_events	3.10416666666667	3.83333333333333	3.5	3.89583333333333		16.30070285475463
hug0c	control	social_events	3.89583333333333	3.4375	3.04166666666667	3.58520833333333	3.08625	12.604308
rsyf9	control	social_events	3.20833333333333	2.85416666666667	2.95833333333333	3.41666666666667	3.6875	
fxt1q	treatment	social_events		2.89583333333333	3.5	3.41666666666667	3.6875	13.725068603072549
crr5z	treatment	social_events	3.60416666666667	3.0	3.1875	3.58333333333333	2.9375	14.036739522220222
atpgb	control	luxury_fashion	3.1875	3.0	3.52083333333333	3.08333333333333	3.27083333333333	7.96699489844662
r581u	treatment	social_events	3.3125	3.5	3.25	3.48875	3.0625	
bccwl	treatment	social_events	3.83333333333333	3.1875	3.60416666666667	3.625	2.9375	14.25080048874013
qa3mf	treatment	accessories_tech	3.54166666666667	2.29166666666667	3.70833333333333	4.02083333333333	3.64583333333333	12.903791075969448
pg88s	control	luxury_fashion		2.85416666666667	3.33333333333333	3.20833333333333	3.02083333333333	11.471233999999999
dfxgq	treatment	luxury_fashion	3.5625	3.5625	3.29166666666667	3.0625	3.5	13.43969764652416
cfx0o	treatment	travel_experiential	3.22833333333333	2.5	3.39583333333333	3.5	2.91666666666667	14.12658425606665
g0w3e	treatment	travel_experiential	4.22916666666667	2.85416666666667	3.0625		4.35416666666667	12.977194569497154
pa084	control	productivity_apps	3.375	3.45833333333333	3.6175	3.875	2.35416666666667	11.759556
jzouc	control	accessories_tech	3.79166666666667	3.41666666666667	3.72916666666667	3.79166666666667	2.29166666666667	13.74643
37vrr	treatment	social_events	3.41666666666667	3.58333333333333		3.39583333333333	2.5625	14.305821319377532
uetpz	control	productivity_apps	3.66666666666667	3.22958333333333	4.125	3.9375		11.700213
sq3jh	treatment	travel_experiential	3.47916666666667	3.35416666666667	3.625	3.27083333333333	2.58333333333333	13.66957865428882
pfpv5	control	productivity_apps	4.125	2.79166666666667	3.83333333333333	3.45833333333333		13.386002
6oyt4	control	social_events	3.33333333333333	3.0625	3.58333333333333	3.02083333333333	3.22916666666667	12.956852
8fgww	treatment	travel_experiential	3.85416666666667	4.29166666666667	4.0625	3.4375	1.72916666666667	17.452449962028055
ygoqo	treatment	travel_experiential	3.66666666666667	2.25	3.97916666666667	3.1875	2.58333333333333	16.077051222413772
rp9ds	treatment		2.911875	2.77083333333333	3.72916666666667	3.625	2.4375	15.746648503292057
a79oq	treatment		3.16666666666667	2.79166666666667	2.6875	3.25	2.97916666666667	
flht8	control	travel_experiential	3.64583333333333	3.70833333333333	4.22916666666667	3.89583333333333	1.75	18.482416
isvbt	treatment	social_events	3.79166666666667	2.52083333333333	3.45833333333333	3.64583333333333	3.19479166666667	17.173701330448488
wgwmf	treatment	productivity_apps		2.75	3.54166666666667	3.54166666666667		12.48405431918799
2gjpg	treatment	travel_experiential	3.5625	3.41666666666667	3.598125	3.504375	2.9375	15.63686416188711
h5z2w	treatment	social_events	3.01875	3.46833333333333	3.10416666666667	3.69854166666667	3.1875	13.860036096008507
q1n3t	treatment	travel_experiential	3.91666666666667	3.66666666666667	3.20833333333333	3.58333333333333	2.72916666666667	15.017646881824346
9i8w1	treatment	social_events	3.45833333333333	2.79166666666667	2.875		3.27083333333333	12.020489316537411
inxy9	treatment	productivity_apps	3.79166666666667	2.89583333333333	3.625	3.375	3.0	13.564116749971028
58es2	control	social_events	2.9375		3.66666666666667	3.52083333333333	2.72916666666667	11.734004
pjcdw	control	luxury_fashion	3.45833333333333	3.25	3.6875	3.47916666666667	2.58333333333333	
sk5b4	control	travel_experiential	3.66666666666667	3.5	3.52083333333333	3.5	2.5625	15.302371
2pech	control	productivity_apps	3.53041666666667	3.125	3.3125	3.14583333333333		14.541719
z0pol	treatment	travel_experiential	3.64583333333333	2.72916666666667	3.625	3.66666666666667	3.29166666666667	
9cjr8	control	travel_experiential	3.27083333333333	3.14583333333333	3.475625	3.1875	3.45833333333333	
sdjou	treatment	travel_experiential	4.1875	3.375	4.0	3.1875	2.4375	16.823087324538356
q7j2o	control	productivity_apps	3.27083333333333	3.4375	4.16666666666667	4.16666666666667	1.97916666666667	11.634673
7tvzc	control	luxury_fashion	2.66666666666667	3.5625	3.33854166666667	3.59729166666667	2.37104166666667	12.897958
bujkl	treatment		4.20833333333333	3.22916666666667	3.89583333333333	3.3125	2.79166666666667	16.03277061835446
f7nqw	control	social_events	3.85416666666667	3.39583333333333	3.52083333333333	3.16666666666667	3.16666666666667	13.599398
sy9ok	treatment	luxury_fashion	3.95833333333333	3.1875	3.58333333333333	3.3125	2.52083333333333	13.760024305947677
xsdp6	treatment	social_events	3.33333333333333	2.64583333333333	2.6875	2.875	3.47916666666667	11.756489904023528
b6tym	control	luxury_fashion	3.16666666666667	2.60416666666667	3.39583333333333		2.79166666666667	13.466964
hgauq	control	productivity_apps	3.98541666666667	3.08333333333333	3.64583333333333	3.77083333333333	2.9375	12.441046
nwa27	control	productivity_apps	3.60416666666667	2.83666666666667	3.52083333333333	3.54166666666667	2.625	11.499475
33ras	treatment	accessories_tech	3.981875	3.41666666666667	3.9375	3.5625	2.47916666666667	15.916171207051644
nregy	control	productivity_apps	3.75	4.02083333333333	3.8125	2.33333333333333	1.89583333333333	11.732642
qpa6a	control	luxury_fashion	3.1875	3.02083333333333	3.47604166666667	3.5625	2.0625	13.771048
duuuj	control	accessories_tech	3.875	3.02083333333333	3.1875	4.125625	3.5	12.753945
k5dje	control	travel_experiential	4.20833333333333	3.22916666666667	3.375		2.33333333333333	13.818951
jpcj1	treatment	accessories_tech	3.60416666666667	3.05625	3.4375	3.35416666666667	2.91666666666667	14.526896549043524
gr0gc	treatment	travel_experiential	4.525	3.47916666666667	3.41666666666667	3.91666666666667	2.6875	14.126293668900836
a9qjb	treatment	luxury_fashion	3.52083333333333	2.77083333333333		3.45833333333333	3.125	12.440706567531933
l0ck7	control	accessories_tech		2.77083333333333	3.14583333333333	3.22916666666667	3.04104166666667	13.264194
9xyqc	control	productivity_apps	3.24145833333333	3.14583333333333	3.29166666666667	3.04166666666667	2.603125	12.947089
yerwm	control	luxury_fashion	3.1875	2.875	3.54166666666667	3.33520833333333	2.77375	12.994724
p3daa	treatment		3.70833333333333	3.9375	3.64583333333333	3.27083333333333	2.58333333333333	15.85914398779648
aq3gn	control	social_events	3.72916666666667	2.27083333333333	3.85416666666667	3.4375	3.33333333333333	16.666378
0e1pn	control	accessories_tech	3.3125	2.60416666666667	4.08333333333333	3.0	2.875	13.070731
dzuw8	control	productivity_apps		3.22916666666667	3.64604166666667	3.5	2.54166666666667	12.617656
zfp7j	treatment	productivity_apps	3.22916666666667	3.64583333333333	3.77083333333333	3.79166666666667	2.10416666666667	12.47763025827113
t8rd8	control	travel_experiential	4.45833333333333	3.8125	4.125	4.14583333333333	2.22916666666667	15.179223
dn56b	treatment	accessories_tech	3.22916666666667	2.97916666666667	3.29166666666667	3.52083333333333	3.14583333333333	13.53177866897185
htg93	treatment		3.20833333333333	3.16666666666667	3.33333333333333	2.91666666666667	2.58333333333333	13.259359383901069
batui	control	social_events	2.875	3.75		3.0	3.0625	14.290496000000001
ar9tb	treatment	accessories_tech	3.89583333333333	2.54166666666667	3.29166666666667	2.54166666666667	2.85416666666667	13.635972895070573
f2y8i	control	accessories_tech	3.8125	3.22916666666667	3.04166666666667	3.29166666666667	2.5	13.683107
ybfpo	treatment	social_events	3.54166666666667	2.625	2.77083333333333	2.9375	3.5625	
cmal3	treatment	productivity_apps	3.47916666666667	2.875	2.61895833333333	3.41666666666667	3.64583333333333	14.155194006529129
swvyg	control	luxury_fashion	3.16666666666667	3.52083333333333	3.77083333333333	3.5	2.375	12.211422
h3hyp	treatment	productivity_apps	4.08333333333333	2.91666666666667	3.64583333333333		3.125	12.114977535198786
hmgom	treatment		3.8125	3.02083333333333	3.70833333333333	3.5	2.20833333333333	15.746252456445417
mzf99	control	luxury_fashion	3.66666666666667		3.52083333333333	3.47916666666667		13.543005
7r79p	control	productivity_apps	3.79166666666667			3.72916666666667	2.64583333333333	14.776720000000001
9tssj	control	travel_experiential		3.33333333333333	3.54166666666667		2.5	15.634171
c06wr	control	accessories_tech	3.188125	3.60416666666667	3.47916666666667	3.35416666666667	2.60416666666667	14.148754
8r38e	control	accessories_tech	3.25	3.04166666666667	3.375	3.875	2.8125	13.836574
4rck1	treatment	social_events	3.10416666666667	3.29166666666667	3.60416666666667	3.27083333333333		13.631402166430481
2t7vw	treatment	travel_experiential	3.3125	3.4375	3.22916666666667		2.97916666666667	16.120109880060433
ndqob	control	social_events	3.52083333333333	3.27083333333333	3.8125	3.1875	2.625	11.951025
alzqc	treatment	luxury_fashion	3.79166666666667	2.58333333333333	3.54166666666667	2.97916666666667	4.375	13.845925310403581
wrpwr	treatment	accessories_tech	3.27083333333333	2.77083333333333	3.75	3.54166666666667	2.85416666666667	
6eqkl	control	luxury_fashion	3.54166666666667	3.20833333333333	3.54166666666667	3.04166666666667	2.75	13.218708
r4yjx	treatment	accessories_tech	3.25	3.04166666666667	3.3125	3.79166666666667	3.16666666666667	13.516508996880937
qq9ux	treatment	luxury_fashion	3.41666666666667	2.97916666666667	3.47916666666667	3.54354166666667	3.08625	13.546463747064156
y6zpl	control	luxury_fashion	3.3125	2.89583333333333	3.4375	3.35416666666667	3.3125	1.7761056839414469
xh5p7	control	social_events	3.41666666666667	3.1875	3.77083333333333	3.54166666666667	3.33333333333333	14.061974
mvoe9	control	travel_experiential	3.5625	3.14583333333333	3.66020833333333	4.16666666666667	2.8125	16.621653000000002
tq5y6	control	productivity_apps	3.5625	3.27083333333333	3.72916666666667	3.22916666666667	2.89583333333333	11.604679
ax2uc	control	social_events	3.83333333333333	3.54166666666667	3.54166666666667	3.6875	2.54166666666667	14.614289
hvwf6	control	travel_experiential	3.22916666666667	2.95833333333333	3.58333333333333	3.64583333333333		14.679485
gemw0	control	accessories_tech	3.85208333333333	2.75	3.5	3.251875	2.48208333333333	12.430322
96kna	control	social_events	3.91666666666667	3.02083333333333	3.91666666666667	3.44708333333333	3.52083333333333	14.32281
msbd8	treatment	travel_experiential	3.6875	3.52083333333333	3.85416666666667	4.02083333333333	2.4375	16.53856859990328
